carID,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
C12849,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,49700
C12850,Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,17,454,4207
C12851,Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,55375
C12852,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,82305
C12853,Lexus,LS 600h L,2014,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23,19,454,120060
C12854,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36770
C12855,Oldsmobile,LSS,1997,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,24,16,26,2136
C12856,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
C12857,Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Large,Sedan,22,15,155,40205
C12858,Chevrolet,Lumina Minivan,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Passenger Minivan,21,17,1385,2000
C12859,Chevrolet,Lumina,1999,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,1385,2000
C12860,Lexus,LX 450,1996,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,12,454,3667
C12861,Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,454,65225
C12862,Lexus,LX 570,2015,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,454,83180
C12863,Mercedes-Benz,M-Class,2013,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,28,20,617,51270
C12864,BMW,M2,2016,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,26,18,3916,51700
C12865,Infiniti,M30,1990,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,23,17,190,2000
C12866,Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190,43900
C12867,Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,24,17,190,49200
C12868,BMW,M3,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3916,62000
C12869,BMW,M4 GTS,2016,premium unleaded (required),493.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,16,3916,133205
C12870,Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,16,190,50250
C12871,BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3916,64200
C12872,Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,23,16,190,60950
C12873,BMW,M5,2014,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,92900
C12874,BMW,M6 Gran Coupe,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,115700
C12875,BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,14,3916,118200
C12876,Porsche,Macan,2015,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,72300
C12877,Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851,32855
C12878,Chevrolet,Malibu Classic,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,29,18,1385,20320
C12879,Chevrolet,Malibu Hybrid,2008,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,32,24,1385,23640
C12880,Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385,23835
C12881,Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Midsize,4dr Hatchback,28,20,1385,24610
C12882,Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1385,28195
C12883,Lincoln,Mark LT,2006,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Crew Cab Pickup,18,13,61,38680
C12884,Lincoln,Mark VIII,1996,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,24,16,61,2000
C12885,Lincoln,Mark VII,1990,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,22,15,61,2000
C12886,Toyota,Matrix,2011,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,25,2031,19685
C12887,Nissan,Maxima,2014,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,19,2009,34380
C12888,Mercedes-Benz,Maybach,2016,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,20,13,617,189350
C12889,Mazda,Mazdaspeed 3,2011,premium unleaded (required),263.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,25,18,586,23700
C12890,Mazda,Mazdaspeed 6,2006,premium unleaded (required),274.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,23,17,586,27995
C12891,Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),178.0,4.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,24,18,586,25730
C12892,Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,27,21,586,20480
C12893,BMW,M,2001,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,15,3916,44990
C12894,Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,18,204,44565
C12895,Mercedes-Benz,Metris,2016,premium unleaded (recommended),208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Compact,Passenger Minivan,23,20,617,32500
C12896,Chevrolet,Metro,1999,regular unleaded,55.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,42,34,1385,2000
C12897,Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,23,18,436,2000
C12898,Mazda,Millenia,2000,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,586,2381
C12899,Infiniti,M,2012,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,17,190,49850
C12900,Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,40,33,436,13995
C12901,Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,42,34,436,12995
C12902,Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,46030
C12903,Lincoln,MKS,2014,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,61,38850
C12904,Lincoln,MKT,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Large,Wagon,23,16,61,45205
C12905,Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,17,61,40850
C12906,Lincoln,MKZ Hybrid,2011,regular unleaded,191.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,36,41,61,34645
C12907,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,22,61,45555
C12908,Mercedes-Benz,ML55 AMG,2000,regular unleaded,342.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,4dr SUV,16,12,617,5650
C12909,Tesla,Model S,2014,electric,,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,90,88,1391,79900
C12910,Dodge,Monaco,1990,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,15,1851,2000
C12911,Pontiac,Montana SV6,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,210,24250
C12912,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,210,26140
C12913,Chevrolet,Monte Carlo,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,29,19,1385,22280
C12914,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,15,436,27607
C12915,Mitsubishi,Montero,2004,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,18,13,436,34999
C12916,McLaren,MP4-12C,2012,premium unleaded (required),592.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,22,15,416,229000
C12917,Mazda,MPV,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,23,16,586,28460
C12918,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,30,22,2031,25645
C12919,Toyota,MR2,1993,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2031,2000
C12920,Bentley,Mulsanne,2014,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,18,11,520,298900
C12921,Nissan,Murano CrossCabriolet,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,2.0,Crossover,Midsize,Convertible SUV,22,17,2009,44540
C12922,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,39000
C12923,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,13,8,1158,336400
C12924,Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,24,16,5657,3550
C12925,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Convertible,25,15,5657,41800
C12926,Mazda,MX-3,1993,regular unleaded,130.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,20,586,2000
C12927,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,27505
C12928,Mazda,MX-6,1995,regular unleaded,164.0,6.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,24,18,586,2000
C12929,Mazda,Navajo,1992,regular unleaded,155.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,586,2000
C12930,Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,20,15,61,65055
C12931,Dodge,Neon,2003,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,27,19,1851,19450
C12932,Plymouth,Neon,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,24,535,2000
C12933,Volkswagen,New Beetle,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,873,20990
C12934,Chrysler,New Yorker,1994,regular unleaded,214.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,24,16,1013,2000
C12935,Oldsmobile,Ninety-Eight,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,17,26,2000
C12936,Dodge,Nitro,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Midsize,4dr SUV,21,15,1851,26220
C12937,Acura,NSX,2004,regular unleaded,290.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,22,16,204,89000
C12938,Nissan,NV200,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,2009,21710
C12939,Lexus,NX 200t,2015,premium unleaded (required),235.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,21,454,35880
C12940,Lexus,NX 300h,2015,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,31,35,454,39720
C12941,Nissan,NX,1991,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,21,2009,2000
C12942,Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,37775
C12943,Dodge,Omni,1990,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,22,1851,2000
C12944,Kia,Optima Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720,32150
C12945,Kia,Optima,2014,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,40,36,1720,25995
C12946,Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,30295
C12947,Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,436,22195
C12948,Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,26195
C12949,Chrysler,Pacifica,2007,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,23,16,1013,24460
C12950,Porsche,Panamera,2015,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,15,1715,200500
C12951,Buick,Park Avenue,2003,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,155,39725
C12952,Rolls-Royce,Park Ward,2001,premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,15,11,86,259900
C12953,Toyota,Paseo,1995,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,25,2031,2000
C12954,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,24,873,26280
C12955,Honda,Passport,2000,regular unleaded,205.0,6.0,MANUAL,rear wheel drive,4.0,,Midsize,4dr SUV,18,15,2202,2452
C12956,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,27,20,2009,29510
C12957,Volkswagen,Phaeton,2004,premium unleaded (recommended),335.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,14,873,64600
C12958,Rolls-Royce,Phantom Coupe,2014,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,Performance",Large,Coupe,19,11,86,433550
C12959,Rolls-Royce,Phantom Drophead Coupe,2014,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,Performance",Large,Convertible,19,11,86,474600
C12960,Rolls-Royce,Phantom,2014,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,19,11,86,402940
C12961,Toyota,Pickup,1993,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,20,15,2031,2047
C12962,Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,2202,33720
C12963,Mitsubishi,Precis,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,25,436,2000
C12964,Honda,Prelude,1999,regular unleaded,200.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,24,20,2202,3065
C12965,Toyota,Previa,1995,regular unleaded,138.0,4.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Passenger Minivan,20,15,2031,2000
C12966,Toyota,Prius c,2014,regular unleaded,99.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,20030
C12967,Toyota,Prius Prime,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031,27100
C12968,Toyota,Prius v,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Wagon,40,44,2031,26675
C12969,Toyota,Prius,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,25765
C12970,Chevrolet,Prizm,2000,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,27,1385,2130
C12971,Ford,Probe,1995,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,5657,2000
C12972,Mazda,Protege5,2002,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,586,16455
C12973,Mazda,Protege,2001,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,22,586,13885
C12974,Chrysler,Prowler,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,21,15,1013,44625
C12975,Plymouth,Prowler,1999,regular unleaded,253.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,21,15,535,20105
C12976,Chrysler,PT Cruiser,2008,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,24,19,1013,19785
C12977,Nissan,Pulsar,1990,regular unleaded,90.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,31,23,2009,2000
C12978,Audi,Q3,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,3105,32500
C12979,Infiniti,Q40,2015,premium unleaded (required),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,33950
C12980,Infiniti,Q45,2004,regular unleaded,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,22,16,190,61600
C12981,Infiniti,Q50,2015,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190,38950
C12982,Audi,Q5,2015,premium unleaded (required),272.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,52900
C12983,Infiniti,Q60 Convertible,2014,premium unleaded (recommended),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,53400
C12984,Infiniti,Q60 Coupe,2014,premium unleaded (required),348.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,17,190,51750
C12985,Infiniti,Q70,2014,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,17,190,51750
C12986,Audi,Q7,2014,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105,64900
C12987,Maserati,Quattroporte,2015,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,24,15,238,106900
C12988,Nissan,Quest,2014,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,25,19,2009,33750
C12989,Infiniti,QX4,2001,premium unleaded (required),240.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,190,34150
C12990,Infiniti,QX50,2015,premium unleaded (recommended),325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,36400
C12991,Infiniti,QX56,2009,premium unleaded (recommended),320.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,17,12,190,58150
C12992,Infiniti,QX60,2015,premium unleaded (recommended),230.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Large,4dr SUV,28,26,190,45400
C12993,Infiniti,QX70,2015,premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,45850
C12994,Infiniti,QX80,2014,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,62700
C12995,Infiniti,QX,2012,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,60000
C12996,Mercedes-Benz,R-Class,2010,premium unleaded (required),268.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Large,Wagon,19,14,617,49300
C12997,Volkswagen,R32,2004,premium unleaded (recommended),240.0,6.0,MANUAL,all wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,24,17,873,29100
C12998,Audi,R8,2014,premium unleaded (required),525.0,10.0,MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,19,12,3105,164700
C12999,Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,19,873,17110
C13000,Mitsubishi,Raider,2007,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,15,436,24005
C13001,Buick,Rainier,2005,regular unleaded,275.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,4dr SUV,19,14,155,35610
C13002,GMC,Rally Wagon,1994,regular unleaded,195.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Passenger Van,16,11,549,2000
C13003,Dodge,RAM 150,1991,regular unleaded,125.0,6.0,UNKNOWN,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,12,1851,2000
C13004,Dodge,RAM 250,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,13,10,1851,2000
C13005,Dodge,Ram 50 Pickup,1991,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,22,17,1851,2000
C13006,Dodge,Ram Cargo,2001,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,12,1851,20240
C13007,Dodge,Ram Pickup 1500,2008,regular unleaded,215.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,19,16,1851,22150
C13008,Dodge,Ram Van,1998,regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,17,12,1851,2245
C13009,Dodge,Ram Wagon,2000,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Passenger Van,15,13,1851,2326
C13010,Dodge,Ramcharger,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2.0,,Midsize,2dr SUV,13,10,1851,2000
C13011,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,30,21,258,60000
C13012,Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,19,14,258,79100
C13013,Land Rover,Range Rover,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,19,13,258,142100
C13014,Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,26,21,5657,17990
C13015,Aston Martin,Rapide S,2014,premium unleaded (required),550.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19,13,259,198250
C13016,Aston Martin,Rapide,2010,premium unleaded (required),470.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19,13,259,197850
C13017,Toyota,RAV4 EV,2012,electric,154.0,,DIRECT_DRIVE,front wheel drive,4.0,Crossover,Midsize,4dr SUV,74,78,2031,49800
